sm_fundcode,sm_schemecode,sm_plancode,sm_optioncode,sm_schdesc,sm_plandesc,sm_optdesc,sm_funddesc,sm_fundtype,sm_opendate,sm_closedt,sm_nature,sm_navsp,sm_loaddetails,sm_NumschCode,sm_NFOStartDt,sm_NFOEndDt,sm_NFOFaceValue,sm_AllotmentDt,sm_MinPurchase,sm_MinAddPurchase,sm_MinSip,sm_refno,sm_category,sm_plnmode,sm_isin,SMF FUNDGROUP,Asset Class,Sub Class,Fund short,AMFI Product Class,NATURE
not editable,not editable,not editable,not editable,editable,editable,editable,editable,,editable,editable,editable,,,,,,,editable,editable,editable,editable,,,,,editable,,,editable,,editable
,,,,Free text,Free text,Free text,Free text,,Date calendar,Date calendar,drop down with predefined value in the column,,,,,,,date calendar,Amount free text- numeric,Amount free text- numeric,Amount free text- numeric,,,,,Alphanumeric free text,,,Free text,,drop down with predefined value in the column
176,NH,DP,S,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUA,REGULAR PLAN IDCW,SWEEP,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUAL WEIGHT FUND) - REGULAR PLAN IDCW  SWEEP,EQUITY,27-07-1999,13-08-1999,Open,4,"Entry Load - For Direct Investments-NIL, 2.25% upto Rs.5 crores, NIL for Rs.5 crores and above.  Exit Load - 1% if redeemed before 1 year from the date of allotment.  /  ",,,,,20-08-1999,100,100,100,176NHDPS,EQUITY,REGULAR,INF173K01AJ6,NIFTY,EQUITY,EQUITY_OE,Nifty Index,Index Funds - Equity,OPEN
176,NH,GP,G,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUA,REGULAR GROWTH,GROWTH,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUAL WEIGHT FUND) - REGULAR GROWTH,EQUITY,27-07-1999,13-08-1999,Open,4,"Entry Load - For Direct Investments-NIL, 2.25% upto Rs.1 crore, NIL for  greater than Rs.1 crore and above.  /  ",,,,,20-08-1999,100,100,100,176NHGPG,EQUITY,REGULAR,INF173K01AG2,NIFTY,EQUITY,EQUITY_OE,Nifty Index,Index Funds - Equity,OPEN
176,NH,ZD,D,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUA,DIRECT PLAN IDCW,PAYOUT,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUAL WEIGHT FUND) - DIRECT PLAN IDCW  PAYOUT,EQUITY,27-07-1999,13-08-1999,Open,4,"Entry Load - For Direct Investments-NIL, 2.25% upto Rs.1 crore, NIL for  greater than Rs.1 crore and above.  /  ",,,,,20-08-1999,100,100,100,176NHZDD,EQUITY,DIRECT,INF173K01EW1,NIFTY,EQUITY,EQUITY_OE,Nifty Index,Index Funds - Equity,OPEN
176,NH,ZD,R,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUA,DIRECT PLAN IDCW,REINVESTMENT,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUAL WEIGHT FUND) - DIRECT PLAN IDCW  REINVESTMENT,EQUITY,27-07-1999,13-08-1999,Open,4,Exit Load -  NIL / ,,,,,20-08-1999,100,100,100,176NHZDR,EQUITY,DIRECT,INF173K01EX9,NIFTY,EQUITY,EQUITY_OE,Nifty Index,Index Funds - Equity,OPEN
176,NH,ZD,S,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUA,DIRECT PLAN IDCW,SWEEP,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUAL WEIGHT FUND) - DIRECT PLAN IDCW  SWEEP,EQUITY,27-07-1999,13-08-1999,Open,4,"Entry Load - For Direct Investments-NIL, 2.25% upto Rs.1 crore, NIL for  greater than Rs.1 crore and above.  /  ",,,,,20-08-1999,100,100,100,176NHZDS,EQUITY,DIRECT,INF173K01EY7,NIFTY,EQUITY,EQUITY_OE,Nifty Index,Index Funds - Equity,OPEN
176,NH,ZG,G,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUA,DIRECT GROWTH,GROWTH,SUNDARAM NIFTY 100 EQUAL WEIGHT FUND (FORMERLY KNOWN AS PRINCIPAL NIFTY 100 EQUAL WEIGHT FUND) - DIRECT GROWTH,EQUITY,27-07-1999,13-08-1999,Open,4,Exit Load -  NIL / ,,,,,20-08-1999,100,100,100,176NHZGG,EQUITY,DIRECT,INF173K01EZ4,NIFTY,EQUITY,EQUITY_OE,Nifty Index,Index Funds - Equity,OPEN
176,ON,D3,G,SUNDARAM OVERNIGHT FUND,UNCLAIMED IDCW BEYOND THREE YEARS,Growth,SUNDARAM OVERNIGHT FUND UNCLAIMED IDCW BEYOND THREE YEARS,LIQUID,21-01-2022,21-01-2022,OPEN,4,,,,,,21-01-2022,0,0,0,176OND3G,LIQUID,Direct,,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,DD,R,SUNDARAM OVERNIGHT FUND,REGULAR DAILY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND REGULAR DAILY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONDDR,LIQUID,REGULAR,INF903JA1HC4,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,DF,R,SUNDARAM OVERNIGHT FUND,DIRECT FORTNIGHTLY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND DIRECT FORTNIGHTLY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONDFR,LIQUID,DIRECT,INF903JA1HL5,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,DG,G,SUNDARAM OVERNIGHT FUND,DIRECT GROWTH,GROWTH,SUNDARAM OVERNIGHT FUND DIRECT GROWTH,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONDGG,LIQUID,DIRECT,INF903JA1HG5,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,DM,D,SUNDARAM OVERNIGHT FUND,DIRECT MONTHLY IDCW,PAYOUT,SUNDARAM OVERNIGHT FUND DIRECT MONTHLY IDCW PAYOUT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONDMD,LIQUID,DIRECT,INF903JA1HH3,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,DM,R,SUNDARAM OVERNIGHT FUND,DIRECT MONTHLY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND DIRECT MONTHLY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONDMR,LIQUID,DIRECT,INF903JA1HM3,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,DR,R,SUNDARAM OVERNIGHT FUND,DIRECT DAILY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND DIRECT DAILY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONDRR,LIQUID,DIRECT,INF903JA1HJ9,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,DW,R,SUNDARAM OVERNIGHT FUND,DIRECT WEEKLY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND DIRECT WEEKLY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONDWR,LIQUID,DIRECT,INF903JA1HK7,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,FD,R,SUNDARAM OVERNIGHT FUND,REGULAR FORTNIGHTLY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND REGULAR FORTNIGHTLY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONFDR,LIQUID,REGULAR,INF903JA1HE0,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,GP,G,SUNDARAM OVERNIGHT FUND,REGULAR GROWTH,GROWTH,SUNDARAM OVERNIGHT FUND REGULAR GROWTH,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONGPG,LIQUID,REGULAR,INF903JA1GZ7,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,MD,D,SUNDARAM OVERNIGHT FUND,REGULAR MONTHLY IDCW,PAYOUT,SUNDARAM OVERNIGHT FUND REGULAR MONTHLY IDCW PAYOUT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONMDD,LIQUID,REGULAR,INF903JA1HA8,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,MD,R,SUNDARAM OVERNIGHT FUND,REGULAR MONTHLY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND REGULAR MONTHLY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONMDR,LIQUID,REGULAR,INF903JA1HF7,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,R3,G,SUNDARAM OVERNIGHT FUND,UNCLAIMED REDEMPTION BEYOND THREE YEARS,Growth,SUNDARAM OVERNIGHT FUND UNCLAIMED REDEMPTION BEYOND THREE YEARS,LIQUID,21-01-2022,21-01-2022,OPEN,4,,,,,,21-01-2022,0,0,0,176ONR3G,LIQUID,Direct,,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,UD,G,SUNDARAM OVERNIGHT FUND,UNCLAIMED IDCW UPTO THREE YEARS,Growth,SUNDARAM OVERNIGHT FUND UNCLAIMED IDCW UPTO THREE YEARS,LIQUID,21-01-2022,21-01-2022,OPEN,4,,,,,,21-01-2022,0,0,0,176ONUDG,LIQUID,Direct,,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,UR,G,SUNDARAM OVERNIGHT FUND,UNCLAIMED REDEMPTION UPTO THREE YEARS,Growth,SUNDARAM OVERNIGHT FUND UNCLAIMED REDEMPTION UPTO THREE YEARS,LIQUID,21-01-2022,21-01-2022,OPEN,4,,,,,,21-01-2022,0,0,0,176ONURG,LIQUID,Direct,,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,ON,WD,R,SUNDARAM OVERNIGHT FUND,REGULAR WEEKLY IDCW,REINVESTMENT,SUNDARAM OVERNIGHT FUND REGULAR WEEKLY IDCW REINVESTMENT,LIQUID,15-03-2019,20-03-2019,Open,4,Entry Load - NIL Exit Load - NIL / ,,,,,20-03-2019,5000,1000,1000,176ONWDR,LIQUID,REGULAR,INF903JA1HD2,OF,LIQUID,LIQUID,Overnight,Overnight fund,OPEN
176,PU,EF,G,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT,EQUITY GROWTH FUND-93,GROWTH,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT - EQUITY GROWTH FUND-93  GROWTH,E,01-01-1900,01-01-1900,Close,4,,,,,,01-01-2004,,,,176PUEFG,EQUITY,REGULAR,,UNCLAIM,EQUITY,EQUITY_OE,UNCLAIM,0,CLOSE
176,PU,PB,G,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT,PNB EQUITY LINKED SAVINGS SCHEME,GROWTH,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT - PNB EQUITY LINKED SAVINGS SCHEME  GROWTH,E,01-11-1994,02-01-1900,Close,4,,,,,,01-01-2004,,,,176PUPBG,EQUITY,REGULAR,,UNCLAIM,EQUITY,EQUITY_OE,UNCLAIM,0,CLOSE
176,PU,PC,G,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT,PNB EQUITY LINKED SAVING SCHEME - 1992,GROWTH,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT - PNB EQUITY LINKED SAVING SCHEME - 1992  GROWTH,E,01-01-1900,01-01-1900,Close,4,,,,,,01-01-2004,,,,176PUPCG,EQUITY,REGULAR,,UNCLAIM,EQUITY,EQUITY_OE,UNCLAIM,0,CLOSE
176,PU,PM,G,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT,PNB REGULAR INCOME PLUS SCHEME,GROWTH,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT - PNB REGULAR INCOME PLUS SCHEME  GROWTH,E,01-01-1900,01-01-1900,Close,4,,,,,,01-01-2004,,,,176PUPMG,EQUITY,REGULAR,,UNCLAIM,EQUITY,EQUITY_OE,UNCLAIM,0,CLOSE
176,PU,PP,G,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT,PNB PREMIUM PLUS - 1991,GROWTH,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT - PNB PREMIUM PLUS - 1991  GROWTH,E,01-01-1900,01-01-1900,Close,4,,,,,,01-01-2004,,,,176PUPPG,EQUITY,REGULAR,,UNCLAIM,EQUITY,EQUITY_OE,UNCLAIM,0,CLOSE
176,PU,PR,G,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT,PNB REGULAR INCOME PLUS SCHEME,GROWTH,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT - PNB REGULAR INCOME PLUS SCHEME  GROWTH,E,01-01-1900,01-01-1900,Close,4,,,,,,01-01-2004,0,0,0,176PUPRG,EQUITY,REGULAR,,UNCLAIM,EQUITY,EQUITY_OE,UNCLAIM,0,CLOSE
176,PU,R4,G,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT,RISING INCOME PLUS SCHEME- 94,GROWTH,PNB REDEEMED SCHEMES - UNCLAIMED ACCOUNT - RISING INCOME PLUS SCHEME- 94  GROWTH,E,01-01-1900,01-01-1900,Close,4,,,,,,01-01-2004,,,,176PUR4G,EQUITY,REGULAR,,UNCLAIM,EQUITY,EQUITY_OE,UNCLAIM,0,CLOSE
176,QS,GP,G,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),REGULAR PLAN,GROWTH,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - REGULAR PLAN  GROWTH,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load - NIL  Exit Load - 0.50% for Investments of <=Rs.10 Lacs if redeemed on or before 180 days, 0.25% for Investments >Rs.10 Lacs & < Rs. 5 crore if redeemed on or before 30 days, NIL for Investments of Rs. 5 cr and above / ",,,,,17-06-2002,100,100,100,176QSGPG,EQUITY,REGULAR,INF173K01213,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,MP,D,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),REGULAR PLAN IDCW HALF YEARLY,PAYOUT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - REGULAR PLAN IDCW HALF YEARLY  PAYOUT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load Nil, Exit Load W.E.F Jan 14, 2022 NIL / ",,,,,17-06-2002,100,100,100,176QSMPD,EQUITY,REGULAR,INF173K01247,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,MP,R,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),REGULAR PLAN IDCW HALF YEARLY,REINVESTMENT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - REGULAR PLAN IDCW HALF YEARLY  REINVESTMENT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load - NIL  Exit Load - 0.50% for Investments of <=Rs.10 Lacs if redeemed on or before 180 days, 0.25% for Investments >Rs.10 Lacs & < Rs. 5 crore if redeemed on or before 30 days, NIL for Investments of Rs. 5 cr / ",,,,,17-06-2002,100,100,100,176QSMPR,EQUITY,REGULAR,INF173K01254,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,MP,S,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),REGULAR PLAN IDCW HALF YEARLY,SWEEP,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - REGULAR PLAN IDCW HALF YEARLY  SWEEP,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load Nil, Exit Load W.E.F Jan 14, 2022 NIL / ",,,,,17-06-2002,100,100,100,176QSMPS,EQUITY,REGULAR,INF173K01CE3,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,QP,D,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),REGULAR PLAN IDCW QUARTERLY,PAYOUT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - REGULAR PLAN IDCW QUARTERLY  PAYOUT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load - NIL  Exit Load - 0.50% for Investments of <=Rs.10 Lacs if redeemed on or before 180 days, 0.25% for Investments >Rs.10 Lacs & < Rs. 5 crore if redeemed on or before 30 days, NIL for Investments of Rs. 5 cr / ",,,,,17-06-2002,100,100,100,176QSQPD,EQUITY,REGULAR,INF173K01262,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,QP,R,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),REGULAR PLAN IDCW QUARTERLY,REINVESTMENT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - REGULAR PLAN IDCW QUARTERLY  REINVESTMENT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load Nil, Exit Load: W.E.F Jan 14, 2022 NIL / ",,,,,17-06-2002,100,100,100,176QSQPR,EQUITY,REGULAR,INF173K01270,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,QP,S,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),REGULAR PLAN IDCW QUARTERLY,SWEEP,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - REGULAR PLAN IDCW QUARTERLY  SWEEP,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load - NIL  Exit Load - 0.50% for Investments of <=Rs.10 Lacs if redeemed on or before 180 days, 0.25% for Investments >Rs.10 Lacs & < Rs. 5 crore if redeemed on or before 30 days, NIL for Investments of Rs. 5 cr / ",,,,,17-06-2002,100,100,100,176QSQPS,EQUITY,REGULAR,INF173K01CF0,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,ZG,G,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),DIRECT PLAN,GROWTH,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - DIRECT PLAN  GROWTH,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load Nil, Exit Load: W.E.F Jan 14, 2022 NIL / ",,,,,17-06-2002,100,100,100,176QSZGG,EQUITY,DIRECT,INF173K01GZ9,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,ZM,D,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),DIRECT PLAN IDCW HALF YEARLY,PAYOUT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - DIRECT PLAN IDCW HALF YEARLY  PAYOUT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load - NIL  Exit Load - 1%, if redeemed on or before 1 Year from the date of allotment.  /  ",,,,,17-06-2002,100,100,100,176QSZMD,EQUITY,DIRECT,INF173K01HC6,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,ZM,R,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),DIRECT PLAN HALF YEARLY,REINVESTMENT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - DIRECT PLAN HALF YEARLY  REINVESTMENT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load Nil, Exit Load: W.E.F Jan 14, 2022 NIL / ",,,,,17-06-2002,100,100,100,176QSZMR,EQUITY,DIRECT,INF173K01HD4,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,ZM,S,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),DIRECT PLAN HALF YEARLY,SWEEP,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - DIRECT PLAN HALF YEARLY  SWEEP,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load - NIL  Exit Load - 1%, if redeemed on or before 1 Year from the date of allotment.  /  ",,,,,17-06-2002,100,100,100,176QSZMS,EQUITY,DIRECT,INF173K01HE2,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,ZQ,D,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),DIRECT PLAN IDCW QUARTERLY,PAYOUT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - DIRECT PLAN IDCW QUARTERLY  PAYOUT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load Nil, Exit Load: W.E.F Jan 14, 2022 NIL / ",,,,,17-06-2002,100,100,100,176QSZQD,EQUITY,DIRECT,INF173K01HF9,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,ZQ,R,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),DIRECT PLAN IDCW QUARTERLY,REINVESTMENT,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - DIRECT PLAN IDCW QUARTERLY  REINVESTMENT,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load - NIL  Exit Load - 1%, if redeemed on or before 1 Year from the date of allotment.  /  ",,,,,17-06-2002,100,100,100,176QSZQR,EQUITY,DIRECT,INF173K01HG7,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,QS,ZQ,S,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND),DIRECT PLAN IDCW QUARTERLY,SWEEP,SUNDARAM EQUITY SAVINGS FUND (FORMERLY KNOWN AS PRINCIPAL EQUITY SAVINGS FUND) - DIRECT PLAN IDCW QUARTERLY  SWEEP,EQUITY,23-05-2002,10-06-2002,Open,4,"Entry Load Nil, Exit Load: W.E.F Jan 14, 2022 NIL / ",,,,,17-06-2002,100,100,100,176QSZQS,EQUITY,DIRECT,INF173K01HH5,SES,EQUITY,EQUITY_OE,Eq. Savings,Equity Savings Fund,OPEN
176,RC,D1,D,SUNDARAM CONSUMPTION FUND (FORMERLY KNOWN AS SUNDARAM RURAL AND CONSUMPTION FUND,DIRECT IDCW,PAYOUT,SUNDARAM CONSUMPTION FUND (FORMERLY KNOWN AS SUNDARAM RURAL AND CONSUMPTION FUND) - DIRECT IDCW,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, W.E.F Mar 2, 2020 Exit Load: Upto 25% of Units purchased/switchin - NIL In excess of the above: 1% if redeemed/SWP/STP within 365  days from the date of allotment. NIL if redeemed/SWP/STP after 365 days from the / date of allotment",,,,,01-01-2013,100,100,100,176RCD1D,EQUITY,DIRECT,INF903J01NF9,RURIND,EQUITY,EQUITY_OE,Rural,Sectoral/Thematic Funds,OPEN
176,RC,D1,R,SUNDARAM CONSUMPTION FUND (FORMERLY KNOWN AS SUNDARAM RURAL AND CONSUMPTION FUND,DIRECT IDCW,REINVESTMENT,SUNDARAM CONSUMPTION FUND (FORMERLY KNOWN AS SUNDARAM RURAL AND CONSUMPTION FUND) - DIRECT IDCW,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, W.E.F Aug 19, 2024 Exit Load: 0.5% - For redemption, withdrawn by way of SWP or transfer by way of Switch/STP within 30 days from the date of allotment. NIL - For redemption or withdrawn by way of SWP or transfer / by way of Switch/STP after 30 days from the date of allotment",,,,,01-01-2013,100,100,100,176RCD1R,EQUITY,DIRECT,INF903J01NG7,RURIND,EQUITY,EQUITY_OE,Rural,Sectoral/Thematic Funds,OPEN
176,RC,DG,G,SUNDARAM CONSUMPTION FUND (FORMERLY KNOWN AS SUNDARAM RURAL AND CONSUMPTION FUND,DIRECT GROWTH,GROWTH,SUNDARAM CONSUMPTION FUND (FORMERLY KNOWN AS SUNDARAM RURAL AND CONSUMPTION FUND) - DIRECT GROWTH,EQUITY,01-01-2013,01-01-2013,Open,4,"Entry Load Nil, W.E.F Aug 19, 2024 Exit Load: 0.5% - For redemption, withdrawn by way of SWP or transfer by way of Switch/STP within 30 days from the date of allotment. NIL - For redemption or withdrawn by way of SWP or transfer / by way of Switch/STP after 30 days from the date of allotment",,,,,01-01-2013,100,100,100,176RCDGG,EQUITY,DIRECT,INF903J01NH5,RURIND,EQUITY,EQUITY_OE,Rural,Sectoral/Thematic Funds,OPEN
